id,len,0,1,2,3,4,5,6,7,time
000003F0,8,0B,04,0B,20,20,00,00,00,258.547540
000003FE,8,08,00,00,00,01,00,00,00,258.566650
00000405,8,16,00,00,A7,75,00,00,00,258.567590
000003FE,8,11,00,00,02,6D,00,00,00,258.568610
0000040B,8,17,02,8E,4C,00,00,00,00,258.569640
0000040C,8,14,00,00,02,93,00,00,00,258.570580
0000040C,8,15,00,00,09,B4,00,00,00,258.571600
000003FF,8,06,00,00,54,D7,00,00,00,258.572620
000003FF,8,08,00,00,10,E0,00,00,00,258.573650
0000040E,8,0A,00,00,00,2F,00,00,00,258.574590
000003FF,8,05,00,00,56,BB,00,00,00,258.608630
00000722,8,FF,63,02,01,21,01,08,0A,258.642680
000003F6,8,18,24,00,00,00,00,00,00,258.662570
000003E9,8,17,00,01,5C,63,00,00,00,258.742860
000003EC,8,03,00,00,56,8A,00,00,00,258.747560
000003F1,8,02,00,00,00,00,00,00,00,258.752590
000003ED,8,0B,00,00,0E,87,00,00,00,258.757540
000003EE,8,00,00,00,0C,AC,00,00,00,258.762580
000007BE,8,00,04,2D,21,01,08,00,00,258.842700
000003F6,8,18,28,00,00,00,00,00,00,258.862590
000003FE,8,08,00,00,00,00,00,00,00,258.878630
00000405,8,16,00,00,A7,57,00,00,00,258.879570
000003FE,8,11,00,00,02,93,00,00,00,258.880510
0000040B,8,17,02,8D,D6,D0,00,00,00,258.881620
0000040C,8,14,00,00,02,6D,00,00,00,258.882550
0000040F,8,15,00,00,00,01,00,00,00,258.883580
000003FF,8,06,00,00,54,D8,00,00,00,258.884600
000003FF,8,08,00,00,10,D6,00,00,00,258.885630
00000403,8,09,00,00,00,02,00,00,00,258.886570
000003FF,8,05,00,00,56,BD,00,00,00,258.917540
000003E9,8,17,00,01,5C,ED,00,00,00,258.942800
000007C0,8,00,04,3A,01,03,00,00,00,258.956620
000007BD,8,00,04,3A,00,00,00,00,00,258.957560
000003FF,8,05,00,00,56,BE,00,00,00,259.016610
000003F6,8,18,2C,00,00,00,00,00,00,259.062520
000003FF,8,05,00,00,56,BB,00,00,00,259.118590
00000722,8,FF,63,02,01,21,01,08,0A,259.142820
000003EA,8,18,00,00,02,58,00,00,00,259.143760
000003F0,8,0B,04,0C,20,20,00,00,00,259.144780
00000405,8,16,00,00,A7,39,00,00,00,259.187540
000003FE,8,11,00,00,02,93,00,00,00,259.188470
0000040B,8,17,02,8D,61,A0,00,00,00,259.189500
0000040C,8,14,00,00,02,93,00,00,00,259.190520
0000040F,8,15,00,00,00,00,00,00,00,259.191550
000003FF,8,06,00,00,54,D6,00,00,00,259.192490
000003FF,8,07,00,00,0D,8E,00,00,00,259.193590
000003FF,8,08,00,00,10,E0,00,00,00,259.194530
00000403,8,11,00,06,00,00,00,00,00,259.195560
000003EC,8,03,00,00,56,8B,00,00,00,259.242830
000003F6,8,18,30,00,00,00,00,00,00,259.262540
000003FF,8,05,00,00,56,BE,00,00,00,259.328510
000007BE,8,00,04,2D,21,01,08,00,00,259.342760
000003FF,8,05,00,00,56,BF,00,00,00,259.427490
000007C0,8,00,04,3A,01,03,00,00,00,259.457530
000007BD,8,00,04,3A,00,00,00,00,00,259.458470
000003F6,8,18,34,00,00,00,00,00,00,259.462570
00000405,8,16,00,00,A7,25,00,00,00,259.496530
000003FE,8,11,00,00,02,93,00,00,00,259.497470
0000040B,8,17,02,8C,EC,70,00,00,00,259.499510
0000040C,8,14,00,00,02,6D,00,00,00,259.500450
000003FF,8,06,00,00,54,D5,00,00,00,259.501480
000003FF,8,07,00,00,0D,98,00,00,00,259.502500
00000403,8,12,00,00,08,04,00,00,00,259.503530
0000040E,8,0A,00,00,00,31,00,00,00,259.504550
000003FF,8,05,00,00,56,BD,00,00,00,259.526480
000003E9,8,17,00,01,5C,63,00,00,00,259.542780
000003F0,8,0B,04,0D,20,20,00,00,00,259.547560
00000745,8,00,1E,00,04,00,01,00,00,259.559500
000003FF,8,05,00,00,56,BF,00,00,00,259.628450
00000722,8,FF,63,02,01,21,01,08,0A,259.642700
000003F6,8,18,38,00,00,00,00,00,00,259.662590
000003FF,8,05,00,00,56,BC,00,00,00,259.736490
000003E9,8,17,00,01,5B,DA,00,00,00,259.742890
000003ED,8,0B,00,00,0E,89,00,00,00,259.747580
000003ED,8,0E,00,00,1A,65,00,00,00,259.752530
000003EE,8,00,00,00,0C,AE,00,00,00,259.757560
00000405,8,16,00,00,A7,07,00,00,00,259.808420
000003FE,8,11,00,00,02,93,00,00,00,259.809450
0000040B,8,17,02,8C,77,40,00,00,00,259.810380
0000040C,8,14,00,00,02,93,00,00,00,259.811490
000003FF,8,06,00,00,54,D8,00,00,00,259.812520
000003FF,8,08,00,00,10,D6,00,00,00,259.813540
000003FF,8,05,00,00,56,BF,00,00,00,259.838460
000007BE,8,00,04,2D,21,01,08,00,00,259.842730
000003F6,8,18,3C,00,00,00,00,00,00,259.862610
000003FF,8,05,00,00,56,BD,00,00,00,259.937450
000003E9,8,17,00,01,5C,63,00,00,00,259.942820
000007C0,8,00,04,3A,01,03,00,00,00,259.958440
000007BD,8,00,04,3A,00,00,00,00,00,259.959460
000003FF,8,05,00,00,56,BB,00,00,00,260.039420
000003F6,8,18,40,00,00,00,00,00,00,260.062630
00000405,8,16,00,00,A6,E9,00,00,00,260.117410
000003FE,8,11,00,00,02,6D,00,00,00,260.118350
0000040B,8,17,02,8C,02,10,00,00,00,260.119380
0000040C,8,14,00,00,02,6D,00,00,00,260.120400
000003FF,8,06,00,00,54,D3,00,00,00,260.121420
000003FF,8,07,00,00,0D,A2,00,00,00,260.122360
000003FF,8,08,00,00,10,E0,00,00,00,260.123470
00000404,8,09,00,00,00,01,00,00,00,260.124500
0000040D,8,15,00,00,02,58,00,00,00,260.125430
00000410,8,07,00,00,00,01,00,00,00,260.126460
00000722,8,FF,63,02,01,21,01,08,0A,260.142840
000003EA,8,18,00,00,00,CE,00,00,00,260.143780
000003E9,8,17,00,01,5C,ED,00,00,00,260.144810
000003F0,8,0B,04,0E,20,20,00,00,00,260.147540
000003EC,8,03,00,00,56,8A,00,00,00,260.242850
000003FF,8,05,00,00,56,BC,00,00,00,260.246440
000003F6,8,18,44,00,00,00,00,00,00,260.262570
000007BE,8,00,04,2D,21,01,08,00,00,260.342780
000003FF,8,05,00,00,56,BE,00,00,00,260.348410
000003FF,8,0B,00,00,00,01,00,00,00,260.426410
00000405,8,16,00,00,A6,CB,00,00,00,260.427340
000003FE,8,11,00,00,02,6D,00,00,00,260.428370
0000040B,8,17,02,8B,8C,E0,00,00,00,260.429390
0000040C,8,14,00,00,02,6D,00,00,00,260.430330
000003FF,8,06,00,00,54,D8,00,00,00,260.431350
000003FF,8,07,00,00,0D,98,00,00,00,260.432380
000003FF,8,08,00,00,10,D6,00,00,00,260.433400
000003FF,8,05,00,00,56,BB,00,00,00,260.447400
000007C0,8,00,04,3A,01,03,00,00,00,260.456440
000007BD,8,00,04,3A,00,00,00,00,00,260.457380
000003F6,8,18,48,00,00,00,00,00,00,260.462590
000003E9,8,17,00,01,5C,63,00,00,00,260.542800
000003F0,8,0B,04,0F,20,20,00,00,00,260.547580
000003FF,8,05,00,00,56,BC,00,00,00,260.558330
00000722,8,FF,63,02,01,21,01,08,0A,260.642730
000003FF,8,05,00,00,56,BE,00,00,00,260.657320
000003F6,8,18,4C,00,00,00,00,00,00,260.662610
00000405,8,16,00,00,A6,B7,00,00,00,260.738300
000003FE,8,11,00,00,02,93,00,00,00,260.739320
000003FE,8,12,00,00,09,66,00,00,00,260.740260
0000040B,8,17,02,8B,17,B0,00,00,00,260.741290
0000040C,8,14,00,00,02,93,00,00,00,260.742310
000003E9,8,00,00,00,16,76,00,00,00,260.743250
0000040C,8,15,00,00,09,66,00,00,00,260.744270
000003FF,8,06,00,00,54,D4,00,00,00,260.745210
000003FF,8,07,00,00,0D,98,00,00,00,260.746230
000003FF,8,08,00,00,10,E0,00,00,00,260.747260
000003EE,8,03,FF,FF,F0,60,00,00,00,260.748200
00000404,8,02,00,00,00,01,00,00,00,260.749220
00000404,8,09,00,00,00,00,00,00,00,260.750250
0000040E,8,0A,00,00,00,2F,00,00,00,260.751180
00000410,8,07,00,00,00,00,00,00,00,260.752210
000003EC,8,03,00,00,56,8B,00,00,00,260.753230
000003FF,8,05,00,00,56,BF,00,00,00,260.756390
000003ED,8,0B,00,00,0E,8B,00,00,00,260.757580
000003EE,8,00,00,00,0C,AF,00,00,00,260.762620
000003EE,8,12,00,00,0F,46,00,00,00,260.767570
000007BE,8,00,04,2D,21,01,08,00,00,260.842750
000003FF,8,05,00,00,56,BB,00,00,00,260.858360
000003F6,8,18,50,00,00,00,00,00,00,260.862630
000003E9,8,17,00,01,5C,ED,00,00,00,260.942840
000007C0,8,00,04,3A,01,03,00,00,00,260.957350
000007BD,8,00,04,3A,00,00,00,00,00,260.958290
000003FF,8,05,00,00,56,B8,00,00,00,260.966310
000003FF,8,0B,00,00,00,00,00,00,00,261.047290
00000405,8,16,00,00,A6,99,00,00,00,261.048310
000003FE,8,11,00,00,02,6D,00,00,00,261.049250
000003FE,8,12,00,00,09,B4,00,00,00,261.050280
0000040B,8,17,02,8A,C9,90,00,00,00,261.051300
0000040C,8,14,00,00,02,6D,00,00,00,261.052240
0000040C,8,15,00,00,09,B4,00,00,00,261.053350
000003FF,8,06,00,00,54,D2,00,00,00,261.054290
000003FF,8,07,00,00,0D,A2,00,00,00,261.055310
000003FF,8,08,00,00,10,D6,00,00,00,261.056340
000003F6,8,18,54,00,00,00,00,00,00,261.062570
000003FF,8,05,00,00,56,BB,00,00,00,261.068280
00000722,8,FF,63,02,01,21,01,08,0A,261.142780
000003EA,8,18,00,00,00,CF,00,00,00,261.143800
000003E9,8,00,00,00,15,7C,00,00,00,261.144740
000003E9,8,17,00,01,5C,63,00,00,00,261.147560
000003EE,8,03,FF,FF,F1,5A,00,00,00,261.152590
000003F0,8,0B,05,01,37,38,00,00,00,261.157630
000003FF,8,05,00,00,56,BD,00,00,00,261.167270
000003EC,8,03,00,00,56,8A,00,00,00,261.242870
000003F6,8,18,58,00,00,00,00,00,00,261.262590
000003FF,8,05,00,00,56,BE,00,00,00,261.269240
000007BE,8,00,04,2D,21,01,08,00,00,261.342800
000003E9,8,17,00,01,5C,ED,00,00,00,261.343820
00000405,8,16,00,00,A6,7B,00,00,00,261.356280
000003FE,8,11,00,00,02,6D,00,00,00,261.357220
000003FE,8,12,00,00,09,66,00,00,00,261.358250
00000722,8,FF,00,3C,00,00,01,00,01,261.359180
0000040B,8,17,02,8A,54,60,00,00,00,261.360120
0000040C,8,14,00,00,02,93,00,00,00,261.361150
0000040C,8,15,00,00,09,66,00,00,00,261.362090
000003FF,8,06,00,00,54,D5,00,00,00,261.363110
000003FF,8,07,00,00,0D,98,00,00,00,261.364130
000003FF,8,08,00,00,10,D6,00,00,00,261.365070
000003FF,8,05,00,00,56,BF,00,00,00,261.371220
000007C0,8,00,04,3A,01,03,00,00,00,261.458260
000007BD,8,00,04,3A,00,00,00,00,00,261.459190
000003F6,8,18,5E,00,00,00,00,00,00,261.462610
000003FF,8,05,00,00,56,BC,00,00,00,261.476260
000003F0,8,0B,05,02,31,39,00,00,00,261.542820
000003FF,8,05,00,00,56,BD,00,00,00,261.578230
00000722,8,FF,63,02,01,21,01,08,0A,261.642750
000003F6,8,18,60,00,00,00,00,00,00,261.662630
00000405,8,16,00,00,A6,5D,00,00,00,261.668180
000003FE,8,11,00,00,02,93,00,00,00,261.669200
000003FE,8,12,00,00,09,B4,00,00,00,261.670140
0000040B,8,17,02,89,DF,30,00,00,00,261.671250
0000040C,8,14,00,00,02,6D,00,00,00,261.672190
0000040C,8,15,00,00,09,B4,00,00,00,261.673210
000003FF,8,06,00,00,54,D4,00,00,00,261.674230
000003FF,8,07,00,00,0D,98,00,00,00,261.675170
000003FF,8,08,00,00,10,D6,00,00,00,261.676200
0000040E,8,0A,00,00,00,31,00,00,00,261.677220
000003FF,8,05,00,00,56,BB,00,00,00,261.678250
000003E8,8,07,00,00,00,00,00,00,00,261.743010
000003E8,8,0A,43,00,03,00,00,00,00,261.747620
000003E8,8,14,04,00,00,01,00,00,00,261.752660
000003E8,8,01,00,00,00,00,00,00,00,261.757610
000003E9,8,17,00,01,5C,63,00,00,00,261.762550
000003EA,8,17,00,00,00,00,00,00,00,261.767590
000003EC,8,03,00,00,56,8B,00,00,00,261.772620
000003ED,8,0B,00,00,0E,8C,00,00,00,261.777570
000007BE,8,00,04,2D,21,01,08,00,00,261.842850
000003F6,8,18,64,00,00,00,00,00,00,261.862650
000003FF,8,05,00,00,56,BD,00,00,00,261.887140
00000404,8,0A,00,00,00,00,00,00,00,261.888170
00000404,8,13,00,00,00,00,00,00,00,261.889190
00000404,8,15,00,00,00,00,00,00,00,261.890210
000003E9,8,17,00,01,5C,ED,00,00,00,261.942860
000007C0,8,00,04,3A,01,03,00,00,00,261.956180
000007BD,8,00,04,3A,00,00,00,00,00,261.957200
000003FE,8,08,00,00,00,01,00,00,00,261.977170
00000405,8,16,00,00,A6,3F,00,00,00,261.978190
000003FE,8,11,00,00,02,93,00,00,00,261.979130
0000040B,8,17,02,89,6A,00,00,00,00,261.980150
0000040C,8,14,00,00,02,93,00,00,00,261.981180
0000040F,8,15,00,00,00,01,00,00,00,261.982120
000003FF,8,06,00,00,54,D7,00,00,00,261.983140
000003FF,8,07,00,00,0D,A2,00,00,00,261.984170
000003FF,8,08,00,00,10,E0,00,00,00,261.985190
00000404,8,0F,00,00,00,00,00,00,00,261.986210
0000040D,8,15,00,00,00,CF,00,00,00,261.987150
0000040A,8,04,00,09,0F,24,00,00,00,261.988180
000003FF,8,05,00,00,56,B8,00,00,00,261.989200
000003F6,8,18,68,00,00,00,00,00,00,262.062670
000003FF,8,05,00,00,56,BC,00,00,00,262.097230
00000722,8,FF,63,02,01,21,01,08,0A,262.142890
000003EA,8,18,00,00,00,DE,00,00,00,262.143820
000003E9,8,17,00,01,5B,DA,00,00,00,262.144760
000003F0,8,0B,05,03,35,33,00,00,00,262.147580
000003FF,8,05,00,00,56,BE,00,00,00,262.196130
000003F6,8,18,6C,00,00,00,00,00,00,262.262610
000003FE,8,08,00,00,00,00,00,00,00,262.286160
00000405,8,16,00,00,A6,2B,00,00,00,262.287100
000003FE,8,11,00,00,02,6D,00,00,00,262.288120
0000040A,8,09,00,00,00,00,00,00,00,262.289150
0000040A,8,0A,00,0B,71,B0,00,00,00,262.290090
0000040A,8,0B,00,0B,71,B0,00,00,00,262.291110
0000040B,8,17,02,89,1B,E0,00,00,00,262.292130
0000040C,8,14,00,00,02,6D,00,00,00,262.293070
0000040F,8,15,00,00,00,00,00,00,00,262.294100
0000040F,8,18,00,00,00,00,00,00,00,262.295120
000003FF,8,06,00,00,54,DA,00,00,00,262.296140
000003FF,8,07,00,00,0D,98,00,00,00,262.297080
000003FF,8,08,00,00,10,E0,00,00,00,262.298190
000003FF,8,05,00,00,56,BD,00,00,00,262.299130
000007BE,8,00,04,2D,21,01,08,00,00,262.342820
000003FF,8,05,00,00,56,BF,00,00,00,262.397090
000007C0,8,00,04,3A,01,03,00,00,00,262.457080
000007BD,8,00,04,3A,00,00,00,00,00,262.458110
000003F6,8,18,70,00,00,00,00,00,00,262.462630
000003FF,8,05,00,00,56,BD,00,00,00,262.499070
000003E9,8,17,00,01,5B,50,00,00,00,262.542840
000003F0,8,0B,05,04,37,32,00,00,00,262.547620
00000405,8,16,00,00,A6,0D,00,00,00,262.598050
000003FE,8,11,00,00,02,6D,00,00,00,262.599080
000003FE,8,12,00,00,09,66,00,00,00,262.600020
0000040B,8,17,02,88,A6,B0,00,00,00,262.601130
0000040C,8,14,00,00,02,93,00,00,00,262.602060
00000410,8,03,00,00,00,00,00,00,00,262.603090
000003FF,8,06,00,00,54,D7,00,00,00,262.604110
000003FF,8,07,00,00,0D,98,00,00,00,262.605050
000003FF,8,08,00,00,10,E0,00,00,00,262.606070
0000040D,8,04,00,00,00,00,00,00,00,262.607180
0000040E,8,0A,00,00,00,2F,00,00,00,262.608210
000003FF,8,05,00,00,56,BB,00,00,00,262.610090
00000722,8,FF,63,02,01,21,01,08,0A,262.642850
000003F6,8,18,74,00,00,00,00,00,00,262.662650
000003FF,8,05,00,00,56,B9,00,00,00,262.718030
000003EC,8,03,00,00,56,8A,00,00,00,262.742950
000003ED,8,0B,00,00,0E,8D,00,00,00,262.747640
000003EE,8,00,00,00,0C,B0,00,00,00,262.752680
000003FF,8,05,00,00,56,BD,00,00,00,262.817020
000007BE,8,00,04,2D,21,01,08,00,00,262.842870
000003F6,8,18,78,00,00,00,00,00,00,262.862670
00000405,8,16,00,00,A5,EF,00,00,00,262.910030
000003FE,8,11,00,00,02,93,00,00,00,262.911060
000003FE,8,12,00,00,09,B4,00,00,00,262.911990
0000040B,8,17,02,88,31,80,00,00,00,262.913100
0000040C,8,14,00,00,02,93,00,00,00,262.914130
0000040C,8,15,00,00,09,66,00,00,00,262.915070
000003FF,8,06,00,00,54,D6,00,00,00,262.916090
000003FF,8,07,00,00,0D,A2,00,00,00,262.917030
000003FF,8,08,00,00,10,D6,00,00,00,262.918050
00000410,8,07,00,00,00,01,00,00,00,262.919080
000003FF,8,05,00,00,56,BE,00,00,00,262.920100
000003E9,8,17,00,01,5B,DA,00,00,00,262.942890
000007C0,8,00,04,3A,01,03,00,00,00,262.958070
000007BD,8,00,04,3A,00,00,00,00,00,262.959010
000003FF,8,05,00,00,56,BD,00,00,00,263.017980
000003F6,8,18,7C,00,00,00,00,00,00,263.062610
000003FF,8,05,00,00,56,BB,00,00,00,263.117140
00000722,8,FF,63,02,01,21,01,08,0A,263.142910
000003EA,8,18,00,00,02,58,00,00,00,263.143850
000003F0,8,0B,05,05,20,31,00,00,00,263.144870
000003FF,8,05,00,00,56,BC,00,00,00,263.216040
000003FF,8,0B,00,00,00,01,00,00,00,263.216980
00000405,8,16,00,00,A5,D1,00,00,00,263.218000
000003FE,8,11,00,00,02,6D,00,00,00,263.219110
000003FE,8,12,00,00,09,66,00,00,00,263.220050
0000040B,8,17,02,87,BC,50,00,00,00,263.220990
0000040C,8,14,00,00,02,6D,00,00,00,263.222010
0000040C,8,15,00,00,09,66,00,00,00,263.223030
000003FF,8,06,00,00,54,D6,00,00,00,263.223970
000003FF,8,07,00,00,0D,98,00,00,00,263.225000
000003FF,8,08,00,00,10,E0,00,00,00,263.226020
00000404,8,09,00,00,00,01,00,00,00,263.227050
000003EC,8,03,00,00,56,8B,00,00,00,263.242920
000003F6,8,18,80,00,00,00,00,00,00,263.262630
000003FF,8,05,00,00,56,BF,00,00,00,263.318010
000007BE,8,00,04,2D,21,01,08,00,00,263.342930
000003E9,8,17,00,01,5C,63,00,00,00,263.343870
000003EE,8,02,00,00,06,D6,00,00,00,263.347620
000003F8,8,00,00,00,06,D6,00,00,00,263.352660
000007C0,8,00,04,3A,01,03,00,00,00,263.455990
000007BD,8,00,04,3A,00,00,00,00,00,263.456930
000003F6,8,18,84,00,00,00,00,00,00,263.462650
000003FF,8,05,00,00,56,BD,00,00,00,263.527930
00000405,8,16,00,00,A5,BD,00,00,00,263.528870
000003FE,8,11,00,00,02,6D,00,00,00,263.529890
000003FE,8,12,00,00,09,B4,00,00,00,263.530920
0000040B,8,17,02,87,47,20,00,00,00,263.531940
0000040C,8,14,00,00,02,93,00,00,00,263.532880
0000040C,8,15,00,00,09,B4,00,00,00,263.533990
000003FF,8,06,00,00,54,D6,00,00,00,263.534930
000003FF,8,07,00,00,0D,A2,00,00,00,263.535950
000003FF,8,08,00,00,10,D6,00,00,00,263.536980
00000404,8,09,00,00,00,00,00,00,00,263.538000
0000040E,8,0A,00,00,00,30,00,00,00,263.538940
00000410,8,07,00,00,00,00,00,00,00,263.539960
000003F0,8,0B,06,01,69,6C,00,00,00,263.542860
000003FF,8,05,00,00,56,BB,00,00,00,263.627000
00000722,8,FF,63,02,01,21,01,08,0A,263.642790
000003F6,8,18,88,00,00,00,00,00,00,263.662670
000003FF,8,05,00,00,56,BD,00,00,00,263.729060
000003EC,8,03,00,00,56,8A,00,00,00,263.742970
000003ED,8,0B,00,00,0E,8E,00,00,00,263.747660
000003FF,8,05,00,00,56,BB,00,00,00,263.836920
000003FF,8,0B,00,00,00,00,00,00,00,263.837950
00000405,8,16,00,00,A5,9F,00,00,00,263.838890
000003FE,8,11,00,00,02,93,00,00,00,263.839910
000003FE,8,12,00,00,09,66,00,00,00,263.840930
0000040B,8,17,02,86,F9,00,00,00,00,263.841870
000007BE,8,00,04,2D,21,01,08,00,00,263.842900
0000040C,8,14,00,00,02,6D,00,00,00,263.843830
0000040C,8,15,00,00,09,66,00,00,00,263.844860
000003FF,8,06,00,00,54,D3,00,00,00,263.845800
000003FF,8,07,00,00,0D,98,00,00,00,263.846820
000003FF,8,08,00,00,10,E0,00,00,00,263.847850
00000405,8,18,00,00,00,32,00,00,00,263.848780
000003F6,8,18,8C,00,00,00,00,00,00,263.862690
000003E9,8,17,00,01,5C,ED,00,00,00,263.942910
000007C0,8,00,04,3A,01,03,00,00,00,263.956900
000007BD,8,00,04,3A,00,00,00,00,00,263.957840
000003FF,8,05,00,00,56,BC,00,00,00,264.037880
000003F6,8,18,90,00,00,00,00,00,00,264.062710
000003FF,8,05,00,00,56,BB,00,00,00,264.136950
00000722,8,FF,63,02,01,21,01,08,0A,264.142930
000003EA,8,18,00,00,00,CE,00,00,00,264.143870
000003F0,8,0B,06,02,52,61,00,00,00,264.144890
00000405,8,16,00,00,A5,81,00,00,00,264.145910
000003FE,8,11,00,00,02,E1,00,00,00,264.146940
000003FE,8,12,00,00,09,B4,00,00,00,264.147880
0000040B,8,17,02,86,83,D0,00,00,00,264.148900
0000040C,8,14,00,00,02,6D,00,00,00,264.149840
0000040C,8,15,00,00,09,B4,00,00,00,264.150860
000003FF,8,06,00,00,54,D5,00,00,00,264.151890
000003FF,8,07,00,00,0D,A2,00,00,00,264.152830
000003FF,8,08,00,00,10,D6,00,00,00,264.153850
00000404,8,0E,00,00,00,00,00,00,00,264.154870
0000040D,8,15,00,00,00,CE,00,00,00,264.155900
000003E8,8,00,00,00,00,00,00,00,00,264.242940
000003EC,8,03,00,00,56,8B,00,00,00,264.247630
000003FF,8,05,00,00,56,BC,00,00,00,264.248660
000003F6,8,18,94,00,00,00,00,00,00,264.262650
000007BE,8,00,04,2D,21,01,08,00,00,264.342860
000003FF,8,05,00,00,56,BB,00,00,00,264.346870
000003FF,8,05,00,00,56,BE,00,00,00,264.445860
000007C0,8,00,04,3A,01,03,00,00,00,264.457810
000007BD,8,00,04,3A,00,00,00,00,00,264.458830
00000405,8,16,00,00,A5,63,00,00,00,264.459770
000003FE,8,11,00,00,02,6D,00,00,00,264.460880
000003FE,8,12,00,00,09,66,00,00,00,264.461900
000003F6,8,18,98,00,00,00,00,00,00,264.462840
0000040B,8,17,02,86,0E,A0,00,00,00,264.463780
0000040C,8,14,00,00,02,93,00,00,00,264.464810
0000040C,8,15,00,00,09,66,00,00,00,264.465740
000003FF,8,06,00,00,54,CF,00,00,00,264.466770
000003FF,8,07,00,00,0D,98,00,00,00,264.467790
000003FF,8,08,00,00,10,E0,00,00,00,264.468730
000003F0,8,0B,06,03,30,20,00,00,00,264.542890
000003FF,8,05,00,00,56,B6,00,00,00,264.547830
00000722,8,FF,63,02,01,21,01,08,0A,264.642810
000003FF,8,05,00,00,56,B9,00,00,00,264.655780
000003F6,8,18,9C,00,00,00,00,00,00,264.662690
000003E9,8,05,FF,FF,FF,54,00,00,00,264.742990
000003ED,8,0B,00,00,0E,8F,00,00,00,264.747690
000003FF,8,05,00,00,56,BC,00,00,00,264.757750
00000405,8,16,00,00,A5,4F,00,00,00,264.766800
000003FE,8,11,00,00,02,E1,00,00,00,264.767740
000003FE,8,12,00,00,09,B4,00,00,00,264.768680
0000040B,8,17,02,85,99,70,00,00,00,264.769790
0000040C,8,14,00,00,02,6D,00,00,00,264.770810
0000040C,8,15,00,00,09,B4,00,00,00,264.771750
000003FF,8,06,00,00,54,D5,00,00,00,264.772770
000003FF,8,07,00,00,0D,98,00,00,00,264.773800
000003FF,8,08,00,00,10,D6,00,00,00,264.774740
00000403,8,17,00,00,00,01,00,00,00,264.775850
000007BE,8,00,04,2D,21,01,08,00,00,264.842920
000003FF,8,05,00,00,56,B8,00,00,00,264.856740
000003F6,8,18,00,00,00,00,00,00,00,264.862710
000007C0,8,00,04,3A,01,03,00,00,00,264.955810
000007BD,8,00,04,3A,00,00,00,00,00,264.956750
000003FF,8,05,00,00,56,BB,00,00,00,264.958800
000003F6,8,18,04,00,00,00,00,00,00,265.062740
000003FF,8,05,00,00,56,BD,00,00,00,265.066750
00000405,8,16,00,00,A5,31,00,00,00,265.075710
000003FE,8,11,00,00,02,93,00,00,00,265.076730
0000040B,8,17,02,85,4B,50,00,00,00,265.078690
0000040C,8,14,00,00,02,93,00,00,00,265.079720
000003FF,8,10,7F,FF,FF,FF,00,00,00,265.080740
0000040F,8,14,7F,FF,FF,FF,00,00,00,265.081770
000003FF,8,06,00,00,54,D5,00,00,00,265.082700
000003FF,8,07,00,00,0D,98,00,00,00,265.083730
000003FF,8,08,00,00,10,E0,00,00,00,265.084750
0000040F,8,17,7F,FF,FF,FF,00,00,00,265.085780
0000040A,8,08,00,00,00,01,00,00,00,265.087740
00000722,8,FF,63,02,01,21,01,08,0A,265.142860
000003EA,8,18,00,00,00,CF,00,00,00,265.143890
000003E9,8,17,00,01,5C,63,00,00,00,265.144830
000003F0,8,0B,06,04,30,30,00,00,00,265.147640
000003FF,8,05,00,00,56,BB,00,00,00,265.177770
000003EC,8,03,00,00,56,89,00,00,00,265.242960
000003F6,8,18,08,00,00,00,00,00,00,265.262670
000007BE,8,00,04,2D,21,01,08,00,00,265.342970
000003FF,8,05,00,00,56,BE,00,00,00,265.387690
00000403,8,00,00,00,00,00,00,00,00,265.388710
00000403,8,03,00,00,00,00,00,00,00,265.389730
00000403,8,05,00,00,00,00,00,00,00,265.390760
00000405,8,16,00,00,A5,13,00,00,00,265.391700
000003FE,8,11,00,00,02,6D,00,00,00,265.392630
0000040B,8,17,02,84,D6,20,00,00,00,265.393660
0000040C,8,14,00,00,02,6D,00,00,00,265.394680
000003FF,8,06,00,00,54,D6,00,00,00,265.395620
000003FF,8,07,00,00,0D,98,00,00,00,265.396730
000003FF,8,08,00,00,10,D6,00,00,00,265.397750
000007C0,8,00,04,3A,01,03,00,00,00,265.456720
000007BD,8,00,04,3A,00,00,00,00,00,265.457660
000003F6,8,18,0C,00,00,00,00,00,00,265.462690
000003FF,8,05,00,00,56,BB,00,00,00,265.486670
000003E9,8,17,00,01,5C,ED,00,00,00,265.542910
000003FF,8,05,00,00,56,B8,00,00,00,265.597690
00000722,8,FF,63,02,01,21,01,08,0A,265.642830
000003F6,8,18,10,00,00,00,00,00,00,265.662710
000003FF,8,05,00,00,56,BB,00,00,00,265.696680
00000405,8,16,00,00,A4,F5,00,00,00,265.697620
000003FE,8,11,00,00,02,6D,00,00,00,265.698640
0000040B,8,17,02,84,60,F0,00,00,00,265.699660
0000040C,8,14,00,00,02,6D,00,00,00,265.700690
000003FF,8,06,00,00,54,DA,00,00,00,265.701630
000003FF,8,07,00,00,0D,A2,00,00,00,265.702650
000003FF,8,08,00,00,10,E0,00,00,00,265.703670
00000410,8,07,00,00,00,01,00,00,00,265.704700
000003F0,8,0B,06,05,20,34,00,00,00,265.743010
000003EC,8,03,00,00,56,8B,00,00,00,265.747710
000007BE,8,00,04,2D,21,01,08,00,00,265.842940
000003F6,8,18,14,00,00,00,00,00,00,265.862740
000003FF,8,05,00,00,56,C1,00,00,00,265.906600
00000404,8,0D,00,00,00,05,00,00,00,265.907620
